onset	duration	sample	trial_type	response_time	stim_file	value	HED
1.0200000000	n/a	256	2	n/a	n/a	202	Event/Category/Experiment control/Sequence/Pause, Event/Label/Pause Recording, Event/Description/Data recording was stopped for a while and shows where data may not be continuous.
5.1160000000	n/a	1280	2	n/a	n/a	202	Event/Category/Experiment control/Sequence/Pause, Event/Label/Pause Recording, Event/Description/Data recording was stopped for a while and shows where data may not be continuous.
9.7200000000	n/a	2431	2	n/a	n/a	22	Event/Category/Experimental stimulus/Instruction, Event/Label/LOOK cue FV, Event/Description/A 200-ms word ?Look? that instructs subjects to attend to the visual modality. Auditory cues and stimuli were to be ignored throughout the entire FV block, Action/Attend, Attribute/Intended effect, Attribute/Language/Family/Latin/English, Attribute/Language/Unit/Word/Look, Event/Duration/200 milliseconds, Participant/Effect/Cognitive/Cue, Sensory presentation/Visual/Rendering type/Screen/2D
10.0840000000	n/a	2522	2	n/a	n/a	26	Event/Category/Experimental stimulus, Event/Label/Visual nontarget in FV, Event/Description/A dark blue 8.4 cm2 filled square visual stimulus is presented. Subjects were expected to attend to this stimulus during this Focused Visual block, Attribute/Size/Area/8.4 cm2, Attribute/Visual/Color/Blue, Attribute/Visual/Color/Dark, Item/2D shape/Rectangle/Square, Participant/Effect/Cognitive/Non-target, Participant/State/Level of consciousness/Awake, Sensory presentation/Visual/Rendering type/Screen/2D
10.5640000000	n/a	2642	2	n/a	n/a	26	Event/Category/Experimental stimulus, Event/Label/Visual nontarget in FV, Event/Description/A dark blue 8.4 cm2 filled square visual stimulus is presented. Subjects were expected to attend to this stimulus during this Focused Visual block, Attribute/Size/Area/8.4 cm2, Attribute/Visual/Color/Blue, Attribute/Visual/Color/Dark, Item/2D shape/Rectangle/Square, Participant/Effect/Cognitive/Non-target, Participant/State/Level of consciousness/Awake, Sensory presentation/Visual/Rendering type/Screen/2D
11.3320000000	n/a	2834	2	n/a	n/a	25	Event/Category/Experimental stimulus, Event/Label/500Hz tone in FV, Event/Description/A 500-Hz sine-wave tone amplitude-modulated at 5 Hz is played. Subjects were expected to ignore this stimulus during this Focused Visual block, Attribute/Auditory/Frequency/500 Hz, Attribute/Auditory/Loudness/63 dB, Sensory presentation/Auditory/Tone, Event/Duration/100 milliseconds
12.0040000000	n/a	3002	2	n/a	n/a	25	Event/Category/Experimental stimulus, Event/Label/500Hz tone in FV, Event/Description/A 500-Hz sine-wave tone amplitude-modulated at 5 Hz is played. Subjects were expected to ignore this stimulus during this Focused Visual block, Attribute/Auditory/Frequency/500 Hz, Attribute/Auditory/Loudness/63 dB, Sensory presentation/Auditory/Tone, Event/Duration/100 milliseconds
12.3360000000	n/a	3085	2	n/a	n/a	25	Event/Category/Experimental stimulus, Event/Label/500Hz tone in FV, Event/Description/A 500-Hz sine-wave tone amplitude-modulated at 5 Hz is played. Subjects were expected to ignore this stimulus during this Focused Visual block, Attribute/Auditory/Frequency/500 Hz, Attribute/Auditory/Loudness/63 dB, Sensory presentation/Auditory/Tone, Event/Duration/100 milliseconds
12.9920000000	n/a	3249	2	n/a	n/a	23	Event/Category/Experimental stimulus, Event/Label/550Hz tone in FV, Event/Description/A 100-ms 550-Hz sine wave tone with amplitude modulated at 5-Hz is played. Subjects were expected to ignore this stimulus during this Focused Visual block, Attribute/Auditory/Frequency/550 Hz, Attribute/Auditory/Loudness/63 dB, Sensory presentation/Auditory/Tone, Event/Duration/100 milliseconds
13.3800000000	n/a	3346	2	n/a	n/a	26	Event/Category/Experimental stimulus, Event/Label/Visual nontarget in FV, Event/Description/A dark blue 8.4 cm2 filled square visual stimulus is presented. Subjects were expected to attend to this stimulus during this Focused Visual block, Attribute/Size/Area/8.4 cm2, Attribute/Visual/Color/Blue, Attribute/Visual/Color/Dark, Item/2D shape/Rectangle/Square, Participant/Effect/Cognitive/Non-target, Participant/State/Level of consciousness/Awake, Sensory presentation/Visual/Rendering type/Screen/2D
13.8120000000	n/a	3454	2	n/a	n/a	26	Event/Category/Experimental stimulus, Event/Label/Visual nontarget in FV, Event/Description/A dark blue 8.4 cm2 filled square visual stimulus is presented. Subjects were expected to attend to this stimulus during this Focused Visual block, Attribute/Size/Area/8.4 cm2, Attribute/Visual/Color/Blue, Attribute/Visual/Color/Dark, Item/2D shape/Rectangle/Square, Participant/Effect/Cognitive/Non-target, Participant/State/Level of consciousness/Awake, Sensory presentation/Visual/Rendering type/Screen/2D
14.4960000000	n/a	3625	2	n/a	n/a	25	Event/Category/Experimental stimulus, Event/Label/500Hz tone in FV, Event/Description/A 500-Hz sine-wave tone amplitude-modulated at 5 Hz is played. Subjects were expected to ignore this stimulus during this Focused Visual block, Attribute/Auditory/Frequency/500 Hz, Attribute/Auditory/Loudness/63 dB, Sensory presentation/Auditory/Tone, Event/Duration/100 milliseconds
15.1360000000	n/a	3785	2	n/a	n/a	26	Event/Category/Experimental stimulus, Event/Label/Visual nontarget in FV, Event/Description/A dark blue 8.4 cm2 filled square visual stimulus is presented. Subjects were expected to attend to this stimulus during this Focused Visual block, Attribute/Size/Area/8.4 cm2, Attribute/Visual/Color/Blue, Attribute/Visual/Color/Dark, Item/2D shape/Rectangle/Square, Participant/Effect/Cognitive/Non-target, Participant/State/Level of consciousness/Awake, Sensory presentation/Visual/Rendering type/Screen/2D
15.3680000000	n/a	3843	2	n/a	n/a	26	Event/Category/Experimental stimulus, Event/Label/Visual nontarget in FV, Event/Description/A dark blue 8.4 cm2 filled square visual stimulus is presented. Subjects were expected to attend to this stimulus during this Focused Visual block, Attribute/Size/Area/8.4 cm2, Attribute/Visual/Color/Blue, Attribute/Visual/Color/Dark, Item/2D shape/Rectangle/Square, Participant/Effect/Cognitive/Non-target, Participant/State/Level of consciousness/Awake, Sensory presentation/Visual/Rendering type/Screen/2D
15.6880000000	n/a	3923	2	n/a	n/a	21	Event/Category/Experimental stimulus/Instruction, Event/Label/HEAR cue FV, Event/Description/A 200-ms word 'Hear' to instruct subjects to attend to the auditory modality. It's meant to be ignored in this Focus Visual block., Attribute/Language/Family/Latin/English, Attribute/Language/Unit/Word/Hear, Event/Duration/200 milliseconds, Sensory presentation/Visual/Rendering type/Screen/2D
16.1960000000	n/a	4050	2	n/a	n/a	25	Event/Category/Experimental stimulus, Event/Label/500Hz tone in FV, Event/Description/A 500-Hz sine-wave tone amplitude-modulated at 5 Hz is played. Subjects were expected to ignore this stimulus during this Focused Visual block, Attribute/Auditory/Frequency/500 Hz, Attribute/Auditory/Loudness/63 dB, Sensory presentation/Auditory/Tone, Event/Duration/100 milliseconds
16.8080000000	n/a	4203	2	n/a	n/a	23	Event/Category/Experimental stimulus, Event/Label/550Hz tone in FV, Event/Description/A 100-ms 550-Hz sine wave tone with amplitude modulated at 5-Hz is played. Subjects were expected to ignore this stimulus during this Focused Visual block, Attribute/Auditory/Frequency/550 Hz, Attribute/Auditory/Loudness/63 dB, Sensory presentation/Auditory/Tone, Event/Duration/100 milliseconds
