onset	duration	sample	sub_block	trial	focus_modality	event_type	attention_status	task_role	condition	event_code	cond_code
1.02	n/a	256	0	0	visual	pause_recording	n/a	n/a	attend_visual	202	2
4.092	n/a	1024	1	0	visual	look_word	unattended	cue_visual	attend_visual	2	2
4.56	n/a	1141	1	1	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
5.092	n/a	1274	1	2	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
5.744	n/a	1437	1	3	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
6.38	n/a	1596	1	4	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
6.728	n/a	1683	1	5	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
7.436	n/a	1860	1	6	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
7.808	n/a	1953	1	7	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
8.404	n/a	2102	1	8	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
9.112	n/a	2279	1	9	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
9.78	n/a	2446	1	10	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
10.064	n/a	2517	1	11	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
10.328	n/a	2583	2	11	visual	hear_word	unattended	cue_visual	attend_visual	1	2
10.792	n/a	2699	2	12	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
11.456	n/a	2865	2	13	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
11.916	n/a	2980	2	14	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
12.196	n/a	3050	2	15	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
12.6	n/a	3151	3	15	visual	look_word	unattended	cue_visual	attend_visual	2	2
13.044	n/a	3262	3	16	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
13.84	n/a	3461	3	17	visual	light_bar	attended	infrequent_stimulus	attend_visual	4	2
14.208	n/a	3553	3	17	visual	button_press	n/a	target_detected	attend_visual	201	2
14.272	n/a	3569	3	18	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
14.836	n/a	3710	3	19	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
15.232	n/a	3809	3	20	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
15.844	n/a	3962	3	21	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
16.112	n/a	4029	4	21	visual	hear_word	unattended	cue_visual	attend_visual	1	2
16.608	n/a	4153	4	22	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
17.14	n/a	4286	4	23	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
17.724	n/a	4432	4	24	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
18.004	n/a	4502	4	25	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
18.54	n/a	4636	4	26	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
18.864	n/a	4717	4	27	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
19.256	n/a	4815	4	28	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
19.552	n/a	4889	4	29	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
19.988	n/a	4998	4	30	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
20.76	n/a	5191	5	30	visual	look_word	unattended	cue_visual	attend_visual	2	2
21.248	n/a	5313	5	31	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
21.464	n/a	5367	5	32	visual	light_bar	attended	infrequent_stimulus	attend_visual	4	2
21.776	n/a	5445	5	33	visual	high_tone	unattended	infrequent_stimulus	attend_visual	3	2
21.788	n/a	5448	5	33	visual	button_press	n/a	target_detected	attend_visual	201	2
22.524	n/a	5632	5	34	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
23.168	n/a	5793	5	35	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
23.5	n/a	5876	5	36	visual	light_bar	attended	infrequent_stimulus	attend_visual	4	2
23.8	n/a	5951	5	37	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
23.88	n/a	5971	5	37	visual	button_press	n/a	target_detected	attend_visual	201	2
24.296	n/a	6075	5	38	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
24.976	n/a	6245	5	39	visual	light_bar	attended	infrequent_stimulus	attend_visual	4	2
25.344	n/a	6337	5	39	visual	button_press	n/a	target_detected	attend_visual	201	2
25.656	n/a	6415	5	40	visual	low_tone	unattended	frequent_stimulus	attend_visual	5	2
26.004	n/a	6502	5	41	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
26.6	n/a	6651	5	42	visual	dark_bar	attended	frequent_stimulus	attend_visual	6	2
