onset	duration	sample	sub_block	trial	focus_modality	event_type	attention_status	task_role	condition	event_code	cond_code
1.02	n/a	256	0	0	auditory	pause_recording	n/a	n/a	attend_auditory	202	1
22.032	n/a	5509	1	0	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
22.46	n/a	5616	1	1	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
22.796	n/a	5700	1	2	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
22.872	n/a	5719	1	2	auditory	button_press	n/a	target_detected	attend_auditory	201	1
23.468	n/a	5868	1	3	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
24.212	n/a	6054	1	4	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
24.748	n/a	6188	1	5	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
25.256	n/a	6315	1	6	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
25.48	n/a	6371	1	7	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
25.696	n/a	6425	1	8	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
25.816	n/a	6455	1	8	auditory	button_press	n/a	target_detected	attend_auditory	201	1
26.284	n/a	6572	1	9	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
26.512	n/a	6629	2	9	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
26.996	n/a	6750	2	10	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
27.36	n/a	6841	2	11	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
27.972	n/a	6994	2	12	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
28.224	n/a	7057	2	13	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
28.884	n/a	7222	2	14	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
29.268	n/a	7318	2	15	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
29.648	n/a	7413	2	16	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
30.06	n/a	7516	2	17	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
30.376	n/a	7595	2	18	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
30.756	n/a	7690	2	19	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
30.972	n/a	7744	2	20	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
31.24	n/a	7811	3	20	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
31.72	n/a	7931	3	21	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
32.236	n/a	8060	3	22	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
32.64	n/a	8161	3	22	auditory	button_press	n/a	target_detected	attend_auditory	201	1
32.82	n/a	8206	3	23	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
33.06	n/a	8266	3	24	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
33.536	n/a	8385	3	25	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
33.944	n/a	8487	3	26	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
34.288	n/a	8573	3	27	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
34.504	n/a	8627	3	28	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
34.84	n/a	8711	3	28	auditory	button_press	n/a	target_detected	attend_auditory	201	1
34.976	n/a	8745	3	29	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
35.288	n/a	8823	4	29	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
35.728	n/a	8933	4	30	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
36.128	n/a	9033	4	31	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
36.52	n/a	9131	4	32	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
37.096	n/a	9275	4	32	auditory	button_press	n/a	target_detected	attend_auditory	201	1
37.172	n/a	9294	4	33	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
37.732	n/a	9434	4	34	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
38.016	n/a	9505	4	35	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
38.572	n/a	9644	4	36	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
39.224	n/a	9807	4	37	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
40.024	n/a	10007	5	37	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
40.424	n/a	10107	5	38	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
41.04	n/a	10261	5	39	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
41.828	n/a	10458	5	40	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
42.14	n/a	10536	5	41	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
42.588	n/a	10648	5	42	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
