onset	duration	sample	sub_block	trial	focus_modality	event_type	attention_status	task_role	condition	event_code	cond_code
0.416	n/a	105	0	1	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
0.832	n/a	209	0	2	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
1.02	n/a	256	0	2	auditory	pause_recording	n/a	n/a	attend_auditory	202	1
4.52	n/a	1131	1	2	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
5.028	n/a	1258	1	3	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
5.324	n/a	1332	1	4	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
6.12	n/a	1531	1	5	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
6.784	n/a	1697	1	6	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
7.228	n/a	1808	1	7	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
7.844	n/a	1962	1	8	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
8.132	n/a	2034	1	9	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
8.348	n/a	2088	1	9	auditory	button_press	n/a	target_detected	attend_auditory	201	1
8.412	n/a	2104	1	10	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
8.904	n/a	2227	1	11	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
9.208	n/a	2303	2	11	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
9.608	n/a	2403	2	12	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
9.864	n/a	2467	2	13	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
10.528	n/a	2633	2	14	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
10.876	n/a	2720	2	15	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
11.664	n/a	2917	2	16	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
12.084	n/a	3022	2	17	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
12.368	n/a	3093	2	18	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
12.896	n/a	3225	2	19	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
